budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
109,['Documentary'],,8357,cpjMYe2BPbMvBz2BH2BI2PTd,English,What the #$*! Do We (K)now!?,"Amanda (Marlee Maitlin) is a divorced woman who makes a living as a photographer. During the Fall of the year Amanda begins to see the world in new and different ways when she begins to question her role in life, her relationships with her career and men and what it all means. As the layers to her everyday experiences fall away insertions in the story with scientists, and philosophers and religious leaders impart information directly to an off-screen interviewer about academic issues, and Amanda begins to understand the basis to the quantum world beneath. During her epiphany as she considers the Great Questions raised by the host of inserted thinkers, Amanda slowly comprehends the various inspirations and begins to see the world in a new way.",,['Lord of the Wind'],['United States of America'],2004/4/23,10000000,109,"['English', 'German', 'Spanish']",,Time to get wise.,What the #$*! Do We (K)now!?,5.8,34
5000000,"['Horror', 'Thriller']",,146203,Ns,English,The Last Exorcism Part II,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",,"['CBS Films', 'StudioCanal']",['United States of America'],2013/2/28,15179302,88,['English'],,The second coming,The Last Exorcism Part II,4.4,203
4000000,['Drama'],,85350,5I2GiUbIMW5GQ5GqMD2GVUbMYjpw,English,Boyhood,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",,"['Detour Filmproduction', 'IFC Films']",['United States of America'],2014/6/5,44349000,164,"['English', 'Spanish']",,12 years in the making.,Boyhood,7.5,1971
4000000,"['Comedy', 'Mystery']",,512,zGUcHQfYitC1x5UPCHUHHDqGTXcv5YxsNGUq5eNIjiWqtIxUS,English,Scoop,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",,"['BBC Films', 'Ingenious Film Partners', 'Ingenious Media', 'Perdido Prod.']",['United Kingdom'],2006/7/27,31584901,96,['English'],,The perfect man. The perfect story. The perfect murder.,Scoop,6.4,420
7000000,"['Action', 'Comedy']",,13408,qDWqDXqDIqDYWfUe2bI25viMVk,English,The Wash,"With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash.",,['Lionsgate'],['United States of America'],2001/11/16,10229331,93,['English'],,"When you're down 'n dirty, it all comes out in...",The Wash,5.3,26
6000000,"['Action', 'Comedy', 'Romance']",,47816,UR,English,3 Strikes,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",,[],['United States of America'],2000/3/1,9000000,82,['English'],,"the few, the proud, the paroled.",3 Strikes,5.9,15
4000000,"['Action', 'Drama', 'Romance']",,11536,5zUQHHxbMMjUS,English,The Misfits,"While filing for a divorce, beautiful ex-stripper Roslyn Taber ends up meeting aging cowboy-turned-gambler Gay Langland and former World War II aviator Guido Racanelli. The two men instantly become infatuated with Roslyn and, on a whim, the three decide to move into Guido's half-finished desert home together. When grizzled ex-rodeo rider Perce Howland arrives, the unlikely foursome strike up a business capturing wild horses.",,"['Seven Arts Productions', 'United Artists']",['United States of America'],1961/1/1,8200000,124,['English'],,It shouts and sings with life ... explodes with love!,The Misfits,6.8,72
105,"['Drama', 'Horror', 'Thriller']",,6537,IvBiBT2k,Spanish,El orfanato,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",,"['Esta Vivo! Laboratorio de Nuevos Talentos', 'Grupo Rodar', 'Rodar y Rodar Cine y Televisión', 'Telecinco', 'Telecinco Cinema', 'Televisió de Catalunya TV3', 'Warner Bros. Pictures de España', 'Wild Bunch']","['Mexico', 'Spain']",2007/8/27,44000000,105,['Spanish'],,A tale of love.  A story of horror.,The Orphanage,7.1,633
4000000,"['Action', 'Drama', 'Mystery', 'Thriller']",,2370,TGxpIMqIxI,English,Topaz,"A French intelligence agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missle Crisis, and then back to France to break up an international Russian spy ring.",,['Universal Pictures'],['United States of America'],1969/12/18,6000000,143,"['English', 'French', 'Russian', 'Spanish']",,Hitchcock takes you behind the actual headlines to expose the most explosive spy scandal of the century!,Topaz,6.1,77
4000000,"['Comedy', 'Crime']",,9809,btPbPTI1xUbMS,English,Let's Go to Prison,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",,['Universal Pictures'],['United States of America'],2006/11/17,4630045,84,"['English', 'Polish', 'Portuguese', 'Spanish']",,Welcome to the slammer,Let's Go to Prison,5.5,69
4000000,"['Comedy', 'Crime']",,5,fXvjUeD5IcxIYpXB2PxqM57,English,Four Rooms,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,,"['A Band Apart', 'Miramax Films']",['United States of America'],1995/12/9,4300000,98,['English'],,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",Four Rooms,6.5,530
4000000,"['Comedy', 'Drama', 'Romance']",,11013,5jsfPW5P2MDbvjtWj5X1qDx5IvbzDf1xTzTE,English,Secretary,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",,"['Slough Pond', 'double A Films']",['United States of America'],2002/1/11,9304609,104,['English'],,Assume the position.,Secretary,6.7,376
4000000,['Drama'],,10132,G1sfPMeUN2GetI7,English,Talk Radio,"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",,"['Cineplex-Odeon Films', 'Ten-Four Productions']","['Canada', 'United States of America']",1988/12/21,3468572,110,['English'],,The last neighborhood in America.,Talk Radio,6.7,46
4000000,"['Comedy', 'Crime', 'Romance', 'Thriller']",,8141,TizPIWTWtr,English,You Kill Me,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",,"['Bi-polar Pictures', 'Carol Baum Productions', 'Code Entertainment', 'Dillinger Productions', 'Echo Lake Productions', 'Green Tulip Productions', 'Independent Film Group']",['United States of America'],2007/2/9,2426851,90,['English'],,Professional alcoholic hit man gets life back on track thanks to her,You Kill Me,6.2,80
96,"['Comedy', 'Drama']",,1546,qDGsGW5BvMvVUvxU1GUcPjtMjtGYE,English,Thumbsucker,"Justin, a teenager boy, throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.",,"['Bob Yari Productions', 'Sony Pictures Classics']",['United States of America'],2005/1/23,1919197,96,['English'],,,Thumbsucker,6.1,67
4000000,"['Action', 'Horror', 'Thriller']",,48572,YCHHjXIYvM1cv5cpMzzCfzTCGiK,English,Red State,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",,"['NVSH Productions', 'Phase 4 Films', 'The Harvey Boys']",['United States of America'],2011/8/19,1104682,88,['English'],,Fear God.,Red State,5.9,316
4000000,['Fantasy'],,14517,stDsbUa,English,Mirrormask,"In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home",,"['Destination Films', 'Jim Henson Company, The']","['United Kingdom', 'United States of America']",2005/1/25,866999,101,['English'],,The Other Side of Reason. The Other Side of Fate. The Other Side of Truth.,Mirrormask,6.6,102
83,"['Drama', 'Romance']",,64678,cpNeUcCQ1TQBVMqDMeYMX,English,The Art of Getting By,"George, a lonely and fatalistic teen who's made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",,"['Atlantic Pictures', 'Gigi Productions', 'Goldcrest Films International']",['United States of America'],2011/6/17,1406224,83,['English'],,The toughest lesson is love.,The Art of Getting By,6.5,415
115,"['Drama', 'Fantasy']",,103328,fiIUtQ5eBWMqDQqDNqDz1qm,English,Holy Motors,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",,"['Canal+', 'Pandora Filmproduktion']",['France'],2012/7/2,641100,115,['French'],,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar.",Holy Motors,6.9,228
4000000,['Drama'],,157847,TiqDUWcfVDxsfeGsM5GQ5tQ5t2PvMbBWQ1qizCzbzxcU5bDvibfNqDbqD5bUfMQ5pVPczWffzfiF,English,Joe,The rough-hewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father.,,"['Dreambridge Films', 'Muskat Filmed Properties', 'Rough House Pictures', 'Worldview Entertainment']",['United States of America'],2014/4/11,2365467,118,['English'],,,Joe,6.5,338
3000000,"['Comedy', 'Crime', 'Romance']",,25719,bUPXjbefIsXbU1jBxzXsXGTCcpt5DVIxCjMvGtk,English,Shooting Fish,"Two con artists (Dan Futterman, Stuart Townsend) hire an unwitting medical-school student (Kate Beckinsale) as a secretary for their latest scam.",,"['Arts Council of England', 'Gruber Bros.', 'National Lottery', 'Tomboy Films', 'Winchester Multimedia PLC']",['United Kingdom'],1997/8/22,302204,109,['English'],,Fat cats are too easy. Go for the big fish.,Shooting Fish,7,23
1300000,"['Crime', 'Drama', 'Horror', 'Thriller']",,48309,fIPtXMxYPch,English,Prison,"After Charles Forsyth was sent to the electric chair for a crime he didn't commit, he forever haunts the prison where he was executed. Flash forward several years when the prison is reopened, under the control of its new warden Eaton Sharpe, a former security guard who framed Charlie. When prisoners are ordered to break down the wall to the execution room, they unknowingly release the angry spirit of Charles Forsyth, a powerful being distributing his murderous rage to all, leading up to the Warden himself.",,['Empire Pictures'],['United States of America'],1988/3/4,354704,102,['English'],,Horror Has A New Home.,Prison,6.7,27
9500000,"['Crime', 'Drama', 'Thriller']",,44945,XpqsYqsfWftzXpjDMqfzVfWzCTzCUzCeVPjjsMk,English,Trust,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",,"['Dark Harbor Stories', 'Millennium Films', 'Nu Image Films']",['United States of America'],2010/9/10,120000,104,['English'],,"What took her family years to build, a stranger stole in an instant.",Trust,6.6,307
16000000,['Drama'],,111190,DbtF,English,Adore,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",,"['Canal+', 'Ciné@', 'France 2 Cinéma', 'France Télévisions', 'Gaumont', 'Hopscotch Features', 'Mon Voisin Productions', 'Screen Australia', 'Screen NSW']","['Australia', 'France']",2013/4/3,318982,100,['English'],,,Adore,6.1,291
4000000,['Drama'],,54580,WcVIjtjifDHtifxf2k,Spanish,Los lunes al sol,"After the closure of their shipyard in Northern Spain, a few former workers: Santa, Jos√©, Lino, Amador, Sergei and Reina keep in touch. They meet mainly at a bar owned by their former colleague Rico. Santa is the most superficially confident and the unofficial leader of the group. A court case hangs over him relating to a shipyard lamp he smashed during protest against the closure. Jos√© is bitter that his wife, Ana, is employed when he is not. The gap between them is widening and he is fearful that she will leave him for a co-worker. Despite arthritic legs, Ana endures night shifts at a fish factory and thinks her looks are now lost. Not everyone seems to agree including her boss. Lino, an aging family man doggedly pursuing positions beyond his qualifications. The oldest member of the group, Amador, has degenerated into alcoholism after being abandoned by his wife; maintaining an increasingly transparent pretense that his wife will soon return from holiday.",,"['Antena 3 Televisión', 'Continental Producciones', 'Elías Querejeta Producciones Cinematográficas S.L.', 'Eurimages', 'Eyescreen S.r.l.', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'Mediapro', 'Quo Vadis Cinéma', 'Sogepaq', 'Televisión de Galicia (TVG) S.A.', 'Vía Digital']","['France', 'Italy', 'Spain']",2002/9/27,146402,113,"['German', 'Spanish']",,This film is not based on a real story. It is based on thousands.,Mondays in the Sun,7.1,36
